"Velocity_field,_x_component","Velocity_field,_y_component","Pressure","Points:0","Points:1","Points:2"
-0.041502,-0.010072,0.63445,3.7271,1.7534,0
-0.037983,-0.021475,0.63232,3.6347,1.7391,0
-0.029633,-0.028495,0.63097,3.5581,1.7117,0
-0.010774,-0.03803,0.62852,3.4196,1.6193,0
-0.019032,-0.036705,0.62923,3.4964,1.651,0
-0.033609,0.0045434,0.63691,3.809,1.7359,0
-0.020839,0.021192,0.64036,3.8889,1.7383,0
0.0073826,0.044551,0.64502,3.979,1.7347,0
0.068558,0.085653,0.64861,4.071,1.7045,0
0.17696,0.15756,0.65098,4.1603,1.6443,0
0.28916,0.2215,0.64782,4.2429,1.6015,0
0.43121,0.30792,0.63566,4.3176,1.5357,0
0.59443,0.41878,0.59779,4.3821,1.4362,0
0.72499,0.56981,0.50491,4.4269,1.2791,0
0.68516,0.50118,0.55117,4.4121,1.3521,0
0.59469,0.47219,0.5903,4.335,1.3745,0
0.68531,0.60254,0.51517,4.384,1.2459,0
0.66663,0.64207,0.50736,4.3717,1.2015,0
0.49655,0.74219,0.48825,4.3832,1.0492,0
0.44635,0.72623,0.52496,4.3709,1.0257,0
0.55663,0.72817,0.48817,4.3731,1.0826,0
0.62664,0.67733,0.5085,4.356,1.1516,0
0.58989,0.69697,0.51258,4.3504,1.1158,0
0.42639,0.69919,0.56589,4.3497,1.0095,0
0.37044,0.68242,0.5849,4.3572,0.98262,0
-0.0030543,-0.038468,0.62538,3.3618,1.5017,0
-0.0070952,-0.043356,0.62651,3.4266,1.5398,0
-0.0017146,-0.039699,0.62289,3.3579,1.4275,0
-0.00038515,-0.027135,0.61832,3.3052,1.3264,0
-0.00014966,-0.014837,0.61701,3.2757,1.3034,0
-0.00044635,-0.038107,0.61983,3.348,1.3523,0
0.30256,0.65385,0.60759,4.372,0.95514,0
0.13008,0.5117,0.65863,4.4215,0.90263,0
0.21659,0.6006,0.63232,4.3959,0.9279,0
0.026036,0.23292,0.74521,4.4606,0.82377,0
0.0074872,0.12349,0.76755,4.4784,0.79731,0
0.066504,0.35799,0.72483,4.4356,0.84412,0
0.12036,0.45978,0.70147,4.414,0.86952,0
-0.0012464,-0.0011818,0.82053,4.431,0.064133,0
-0.0012994,-0.00041718,0.8205,4.4054,0.031488,0
-0.00017352,-0.0001845,0.82052,4.4692,0.030811,0
-0.00045857,-0.0012932,0.82055,4.4688,0.095082,0
-0.020361,0.0022104,0.63351,3.7618,1.671,0
-0.023455,-0.013232,0.63125,3.6882,1.6541,0
-0.01814,-0.028683,0.62898,3.6014,1.6121,0
-0.012645,-0.040245,0.62767,3.5067,1.5712,0
0.0038642,0.029205,0.63567,3.8377,1.6495,0
0.041668,0.066277,0.63881,3.9229,1.634,0
0.10007,0.1154,0.6422,4.0098,1.6118,0
0.18087,0.17287,0.64487,4.1006,1.5903,0
0.31781,0.27341,0.64148,4.1893,1.5246,0
0.48075,0.39647,0.62064,4.2639,1.4308,0
0.64663,0.5516,0.55786,4.3486,1.2977,0
0.56623,0.4921,0.59639,4.2828,1.3389,0
0.63786,0.59892,0.54834,4.3311,1.2378,0
0.61497,0.63197,0.55099,4.3123,1.1899,0
0.49513,0.71243,0.53717,4.3479,1.0481,0
0.54689,0.69207,0.54465,4.3264,1.0846,0
0.58602,0.66528,0.54888,4.3104,1.1332,0
0.46059,0.68351,0.58225,4.3213,1.0216,0
0.4132,0.66726,0.60405,4.3235,0.99051,0
0.35887,0.64854,0.62165,4.3365,0.9619,0
-0.00017186,-0.025477,0.61505,3.3003,1.2696,0
-0.00010332,-0.014059,0.61352,3.2734,1.2498,0
0.00015575,-0.023415,0.61149,3.2959,1.2216,0
-2.135e-05,-0.013001,0.60959,3.2712,1.2027,0
0.00029908,-0.019668,0.60728,3.2877,1.1767,0
2.0371e-05,-0.011798,0.60526,3.2691,1.1613,0
0.00069242,-0.016853,0.60254,3.2842,1.138,0
0.00010459,-0.010282,0.59989,3.2671,1.1249,0
0.0012449,-0.013313,0.59697,3.2805,1.1036,0
-0.0034012,-0.044856,0.62422,3.4187,1.4655,0
-0.0052519,-0.041318,0.62562,3.4899,1.5039,0
0.00035323,-0.042912,0.62147,3.4053,1.3784,0
0.00034874,-0.035518,0.61678,3.3403,1.2914,0
0.0023511,-0.039149,0.61833,3.3842,1.3091,0
0.00028895,-0.0086488,0.59415,3.2653,1.093,0
0.0020258,-0.0087364,0.5904,3.2774,1.0742,0
0.29172,0.60573,0.65476,4.3494,0.92537,0
0.21494,0.54869,0.6804,4.372,0.89078,0
0.19867,0.50768,0.70933,4.3667,0.86418,0
0.028563,0.21079,0.77419,4.4528,0.77688,0
0.007595,0.10503,0.79102,4.4761,0.75021,0
0.066785,0.32397,0.75493,4.4262,0.80418,0
0.11787,0.40986,0.73772,4.3988,0.82567,0
-0.0027853,-0.0011792,0.8202,4.3819,0.066501,0
-0.0025826,-0.00025554,0.8197,4.34,0.032448,0
-0.00023308,-0.0027168,0.82139,4.4682,0.16074,0
-0.0016268,-0.002541,0.82069,4.4241,0.10412,0
0.00025686,0.0077013,0.63093,3.7337,1.5941,0
0.014205,0.026655,0.63223,3.7867,1.5926,0
0.00054136,-0.006808,0.6283,3.6719,1.5567,0
-0.00068803,-0.026243,0.62658,3.5809,1.5088,0
0.053818,0.068162,0.63367,3.8538,1.5585,0
0.11691,0.12954,0.63649,3.9432,1.5316,0
0.22942,0.22828,0.63906,4.0598,1.4956,0
0.38771,0.35714,0.63126,4.156,1.4172,0
0.5041,0.46393,0.61377,4.2161,1.338,0
0.58429,0.56783,0.58458,4.2653,1.2506,0
0.57309,0.62214,0.58182,4.2575,1.1595,0
0.50544,0.67485,0.58158,4.3009,1.0516,0
0.54667,0.65691,0.58175,4.2756,1.095,0
0.45848,0.65508,0.61282,4.2879,1.0092,0
0.4034,0.63469,0.63663,4.2987,0.96828,0
0.34056,0.60729,0.65865,4.3179,0.9323,0
0.0013353,-0.031853,0.61355,3.3326,1.2408,0
0.0068971,-0.0085398,0.5954,3.3,1.0857,0
0.0016166,-0.027039,0.60983,3.3179,1.195,0
0.002936,-0.022408,0.60585,3.3125,1.1561,0
0.0042583,-0.01609,0.60102,3.3048,1.1176,0
0.0032001,-0.036188,0.62367,3.497,1.4226,0
0.011319,-0.029795,0.6207,3.4675,1.3338,0
0.0052806,-0.033384,0.61544,3.379,1.2555,0
0.016339,-0.022242,0.61784,3.4443,1.2664,0
0.00036081,-0.0061199,0.58491,3.2637,1.065,0
0.0040811,-0.0021879,0.58246,3.2752,1.0489,0
0.010066,0.0007535,0.58918,3.2925,1.0579,0
0.023042,0.009295,0.59564,3.3197,1.0663,0
0.29917,0.55183,0.69817,4.3129,0.88742,0
0.19977,0.46544,0.7352,4.3489,0.83134,0
0.02561,0.17689,0.79486,4.4489,0.72853,0
0.0069018,0.085452,0.80827,4.4737,0.69665,0
0.05788,0.26954,0.7788,4.4243,0.76064,0
0.12283,0.37994,0.75906,4.3849,0.79399,0
-0.00046116,-0.0036987,0.82166,4.4353,0.1734,0
0.00022075,-0.002842,0.82297,4.4676,0.22737,0
0.0012794,-0.0023458,0.82337,4.4379,0.24584,0
0.0008309,-0.00088075,0.82501,4.467,0.29468,0
0.0038899,0.0035988,0.82509,4.4349,0.31491,0
0.0017822,0.0039121,0.82729,4.4669,0.36248,0
-0.0038793,-0.00060639,0.81942,4.3245,0.066477,0
-0.0031859,-6.4343e-05,0.81849,4.2738,0.033352,0
-0.0030393,-0.0017508,0.8201,4.3606,0.10456,0
-0.0011124,-0.0027996,0.8209,4.3915,0.15126,0
0.04561,0.047265,0.62957,3.7687,1.5038,0
0.032528,0.019255,0.62689,3.6817,1.4613,0
0.021816,-0.0043736,0.62497,3.5975,1.4208,0
0.11928,0.1279,0.6317,3.8694,1.4591,0
0.21694,0.22588,0.63408,3.9677,1.4203,0
0.32389,0.32141,0.63343,4.0657,1.3944,0
0.43132,0.4241,0.62542,4.1281,1.3261,0
0.5159,0.51039,0.61139,4.187,1.2655,0
0.53647,0.62265,0.61071,4.2167,1.0963,0
0.53633,0.57379,0.61035,4.1864,1.1771,0
0.50097,0.64052,0.6186,4.2463,1.0389,0
0.44807,0.62097,0.64592,4.254,0.98107,0
0.3793,0.59196,0.67334,4.2783,0.92925,0
0.0062082,-0.028364,0.61248,3.3623,1.2115,0
0.014886,-0.0038659,0.60011,3.3249,1.0943,0
0.0087371,-0.021705,0.60896,3.3514,1.1706,0
0.01068,-0.014406,0.60471,3.3367,1.1321,0
0.033421,0.0038496,0.62254,3.5675,1.3444,0
0.04134,0.0096753,0.6203,3.5278,1.2737,0
0.020536,-0.01487,0.6149,3.4242,1.2177,0
0.053124,0.022187,0.61782,3.5048,1.2166,0
0.001001,-0.0039066,0.57831,3.2625,1.0404,0
0.0089217,0.0083114,0.57437,3.2739,1.0279,0
0.016872,0.013344,0.58297,3.2883,1.0354,0
0.031877,0.022319,0.59118,3.3119,1.0432,0
0.045172,0.024781,0.6018,3.3571,1.0727,0
0.05612,0.037674,0.59808,3.3436,1.0473,0
0.072422,0.052358,0.59502,3.3334,1.0256,0
0.02452,0.1386,0.81117,4.4444,0.6707,0
0.0061737,0.063576,0.82032,4.4717,0.63578,0
0.35903,0.54134,0.70866,4.2564,0.88281,0
0.29503,0.49107,0.73427,4.2812,0.83744,0
0.20586,0.41347,0.7622,4.3231,0.78576,0
0.061271,0.23182,0.79849,4.4106,0.70744,0
0.11121,0.31902,0.78339,4.3788,0.74501,0
0.0023013,-0.0011889,0.82206,4.395,0.21809,0
0.0073137,0.014733,0.82706,4.4359,0.3851,0
0.002953,0.012717,0.82903,4.4674,0.43073,0
0.011509,0.033652,0.82793,4.4365,0.45455,0
0.0040099,0.025716,0.82932,4.4686,0.49945,0
0.015667,0.061147,0.82689,4.438,0.52677,0
0.0050968,0.042634,0.82699,4.4701,0.56866,0
0.019914,0.095555,0.82224,4.4408,0.5984,0
0.008214,0.0059412,0.82332,4.3859,0.28041,0
0.015831,0.020055,0.82484,4.3867,0.35051,0
-0.0038745,7.2639e-05,0.81818,4.2592,0.064796,0
-0.0029995,0.00015622,0.81673,4.2068,0.034097,0
-0.0024908,2.1248e-05,0.81915,4.2999,0.11208,0
0.00073013,-0.00010756,0.82045,4.3368,0.16237,0
-0.002293,0.00090236,0.81635,4.1885,0.065021,0
-0.0019463,0.00039611,0.81457,4.1394,0.034686,0
0.11053,0.11002,0.62814,3.7847,1.3908,0
0.068764,0.054299,0.62512,3.6713,1.3596,0
0.21245,0.22134,0.63134,3.8966,1.3542,0
0.2057,0.20996,0.629,3.8301,1.2967,0
0.34796,0.35908,0.63213,4.0156,1.3089,0
0.47284,0.48789,0.6249,4.1117,1.2347,0
0.51245,0.60902,0.63583,4.1884,1.0451,0
0.5196,0.58272,0.62988,4.1502,1.0942,0
0.49477,0.52833,0.63099,4.0934,1.1471,0
0.4805,0.60408,0.6556,4.2027,0.99125,0
0.42884,0.57864,0.68082,4.2231,0.93402,0
0.41726,0.54275,0.70665,4.2001,0.89269,0
0.023463,-0.0072795,0.61202,3.4011,1.1723,0
0.033971,0.010793,0.60536,3.3691,1.1041,0
0.025209,-0.0022317,0.60818,3.3779,1.1379,0
0.072211,0.044951,0.60618,3.3948,1.0749,0
0.08452,0.064369,0.62271,3.6217,1.2747,0
0.095107,0.070091,0.62034,3.5761,1.21,0
0.055233,0.024895,0.61448,3.4611,1.1644,0
0.099735,0.070176,0.6176,3.5286,1.1585,0
0.0047904,0.0075266,0.54986,3.2617,1.0189,0
0.023955,0.028127,0.5572,3.2702,1.0091,0
0.036486,0.034012,0.57964,3.2874,1.0152,0
0.052616,0.042246,0.58836,3.3079,1.0206,0
0.059685,0.050157,0.57849,3.2826,1.0005,0
0.066481,0.047727,0.57167,3.2666,0.99202,0
0.088142,0.05917,0.60291,3.3769,1.0451,0
0.10543,0.071799,0.60027,3.363,1.0228,0
0.11996,0.080313,0.59813,3.3493,1.0063,0
0.10272,0.071364,0.59288,3.3242,1.0022,0
0.054672,0.18201,0.81218,4.4051,0.6511,0
0.36055,0.49243,0.73564,4.2196,0.83521,0
0.28652,0.42983,0.76198,4.2557,0.78148,0
0.18773,0.34659,0.78599,4.313,0.72934,0
0.11119,0.26462,0.8014,4.3622,0.68867,0
0.010657,0.0070252,0.82153,4.3318,0.23751,0
0.028813,0.046394,0.8262,4.3829,0.42493,0
0.039642,0.081689,0.82545,4.3869,0.49821,0
0.046154,0.12539,0.8217,4.3989,0.57684,0
0.025836,0.023791,0.82289,4.3291,0.31556,0
0.044638,0.05217,0.82404,4.3305,0.39476,0
0.0017547,0.0026551,0.81773,4.2245,0.11901,0
0.0085045,0.006298,0.81932,4.2667,0.17955,0
0.00066666,0.001668,0.81413,4.1195,0.064809,0
0.00015374,0.00070734,0.81209,4.0715,0.035122,0
0.0066587,0.0047296,0.81563,4.1491,0.11145,0
0.0058995,0.0027549,0.81161,4.0498,0.065423,0
0.003356,0.00096636,0.80926,4.0032,0.035426,0
0.14208,0.13476,0.62577,3.7271,1.2835,0
0.25259,0.24936,0.62927,3.8135,1.2257,0
0.32358,0.3342,0.63228,3.9165,1.2366,0
0.42042,0.43776,0.63331,4.0129,1.2048,0
0.50809,0.58222,0.65552,4.1409,1.0167,0
0.50731,0.54817,0.64666,4.0813,1.0681,0
0.47022,0.49006,0.63954,4.0212,1.1221,0
0.47583,0.56294,0.68668,4.1518,0.94035,0
0.4321,0.51273,0.72295,4.1541,0.85935,0
0.058562,0.030991,0.61069,3.4202,1.1149,0
0.11698,0.078944,0.6065,3.4073,1.0437,0
0.10344,0.069548,0.60868,3.4256,1.0681,0
0.16023,0.14205,0.62371,3.6651,1.2021,0
0.16957,0.13955,0.62135,3.6074,1.1429,0
0.10351,0.070767,0.6143,3.4856,1.1164,0
0.17398,0.13295,0.61851,3.554,1.098,0
0.088255,0.064631,0.58756,3.3016,0.9977,0
0.10338,0.039681,0.59681,3.2552,0.98055,0
0.10679,0.068125,0.58458,3.2846,0.98465,0
0.1246,0.062653,0.58869,3.271,0.97642,0
0.13984,0.092669,0.60405,3.391,1.0176,0
0.16263,0.10335,0.60218,3.3737,0.99532,0
0.16217,0.099774,0.59859,3.3467,0.98385,0
0.15199,0.091769,0.59428,3.3221,0.97917,0
0.10626,0.20465,0.81454,4.3431,0.61858,0
0.3733,0.45028,0.7549,4.1763,0.78747,0
0.28338,0.37146,0.78309,4.2266,0.72163,0
0.18183,0.28397,0.80304,4.2908,0.666,0
0.032437,0.022945,0.82023,4.2501,0.2589,0
0.072007,0.094023,0.82448,4.3208,0.46642,0
0.09211,0.14764,0.82116,4.3295,0.54564,0
0.07082,0.059237,0.82138,4.2446,0.35859,0
0.094675,0.093631,0.82243,4.2624,0.43117,0
0.022914,0.013234,0.81781,4.1801,0.18481,0
0.017069,0.0077665,0.813,4.0718,0.11527,0
0.03553,0.017983,0.81505,4.1015,0.17201,0
0.012849,0.0034827,0.80882,3.9811,0.066151,0
0.0072835,0.0010962,0.8063,3.9347,0.035629,0
0.027609,0.0099691,0.81068,4.0138,0.11564,0
0.020978,0.0039623,0.80589,3.912,0.066857,0
0.011688,0.0012483,0.80311,3.8658,0.035759,0
0.25493,0.2411,0.62793,3.753,1.1694,0
0.36875,0.36094,0.63564,3.8635,1.1369,0
0.43317,0.44195,0.64026,3.9513,1.127,0
0.51116,0.54967,0.67299,4.0765,0.98366,0
0.49774,0.50786,0.65568,4.0034,1.0401,0
0.49332,0.52409,0.70549,4.0799,0.89648,0
0.45046,0.47675,0.73868,4.1002,0.81353,0
0.17751,0.11648,0.60778,3.4233,1.0122,0
0.12683,0.087755,0.61219,3.4619,1.0737,0
0.16269,0.11067,0.61004,3.4439,1.0335,0
0.26151,0.22684,0.62608,3.6834,1.1104,0
0.26314,0.21166,0.62393,3.6275,1.0714,0
0.18196,0.13167,0.61547,3.5133,1.0629,0
0.25263,0.18852,0.62047,3.572,1.0457,0
0.050249,0.0041952,0.63114,3.2312,0.9884,0
0.090461,0.016531,0.61867,3.2395,0.98023,0
0.15128,0.085209,0.59137,3.3,0.97281,0
0.13455,0.036272,0.60263,3.2475,0.9687,0
0.15719,0.060647,0.59515,3.2645,0.96436,0
0.1647,0.078734,0.59284,3.2832,0.96461,0
0.20017,0.12536,0.60641,3.4075,0.99087,0
0.22805,0.13369,0.6051,3.3895,0.9685,0
0.22112,0.12571,0.60226,3.3656,0.96297,0
0.21035,0.11489,0.59913,3.3395,0.95959,0
0.20055,0.10388,0.59618,3.3168,0.95768,0
0.18132,0.22684,0.81331,4.2555,0.59498,0
0.38055,0.40224,0.77265,4.1343,0.72889,0
0.27674,0.31101,0.79911,4.1952,0.6539,0
0.072124,0.046042,0.81903,4.1637,0.28776,0
0.15881,0.16063,0.81917,4.2249,0.5059,0
0.12908,0.095847,0.81899,4.1593,0.3831,0
0.14038,0.11504,0.82063,4.1913,0.43019,0
0.078124,0.04138,0.81598,4.0951,0.25041,0
0.068361,0.028976,0.81325,4.0249,0.19567,0
0.04005,0.011075,0.80804,3.9434,0.11342,0
0.071314,0.025766,0.81019,3.9651,0.17009,0
0.030797,0.0047897,0.80256,3.8409,0.067603,0
0.017022,0.0015895,0.79949,3.7968,0.03583,0
0.056651,0.013269,0.80518,3.8732,0.11411,0
0.37147,0.33419,0.63557,3.7782,1.0735,0
0.47684,0.44956,0.65287,3.8958,1.0242,0
0.52302,0.5097,0.6835,3.9919,0.94341,0
0.51603,0.48466,0.71816,4.0037,0.84016,0
0.46528,0.42503,0.75794,4.0415,0.74141,0
0.24882,0.15789,0.61203,3.4543,0.9846,0
0.21983,0.15019,0.61399,3.4892,1.0206,0
0.37676,0.30231,0.63339,3.6934,1.0185,0
0.3524,0.25856,0.62748,3.6159,0.99657,0
0.28791,0.20079,0.61971,3.5449,1.0049,0
0.081247,0.0082049,0.61463,3.2228,0.97795,0
0.040944,0.0018128,0.61729,3.2098,0.98766,0
0.13244,0.024319,0.60922,3.2314,0.9642,0
0.17079,0.042464,0.60501,3.2411,0.95299,0
0.21144,0.097026,0.5967,3.2987,0.94936,0
0.18532,0.058584,0.60028,3.2563,0.9516,0
0.20987,0.082581,0.59767,3.2781,0.94609,0
0.043355,0.0061924,0.79876,3.7699,0.068465,0
0.023567,0.0019117,0.79549,3.7275,0.035841,0
0.27295,0.15835,0.60912,3.4178,0.95619,0
0.28436,0.15241,0.60671,3.3854,0.93909,0
0.28026,0.13999,0.60401,3.3554,0.93232,0
0.26118,0.12077,0.60071,3.3228,0.933,0
0.26778,0.24615,0.80939,4.1481,0.56954,0
0.36829,0.33569,0.79124,4.0966,0.64709,0
0.15679,0.096836,0.8166,4.0873,0.35878,0
0.22127,0.16856,0.81605,4.1188,0.46971,0
0.1566,0.080048,0.81395,4.013,0.30345,0
0.13973,0.058201,0.81097,3.9537,0.24698,0
0.10298,0.032608,0.80811,3.8971,0.17993,0
0.081142,0.017169,0.80099,3.7916,0.11692,0
0.12986,0.037089,0.8038,3.8189,0.1731,0
0.34092,0.19344,0.61484,3.4504,0.93133,0
0.48086,0.39244,0.65227,3.7796,0.9651,0
0.54488,0.46219,0.68581,3.8842,0.8896,0
0.54003,0.43662,0.73654,3.9386,0.76028,0
0.4552,0.35461,0.77905,3.9942,0.64336,0
0.33509,0.20997,0.61892,3.5045,0.95549,0
0.47118,0.33763,0.64354,3.675,0.93132,0
0.40824,0.26811,0.62964,3.5758,0.93786,0
0.079266,0.0066819,0.61852,3.1995,0.97437,0
0.039367,0.0015166,0.62264,3.1855,0.98646,0
0.12526,0.017201,0.61437,3.2114,0.96105,0
0.18028,0.037717,0.60928,3.226,0.94429,0
0.21889,0.060443,0.60471,3.2458,0.93395,0
0.26318,0.10487,0.60089,3.2942,0.92585,0
0.24267,0.0816,0.602,3.2671,0.92911,0
0.058076,0.0070997,0.79472,3.6974,0.069566,0
0.030824,0.0020025,0.79174,3.6581,0.03577,0
0.10079,0.018571,0.79751,3.7233,0.11485,0
0.073342,0.0076185,0.79099,3.6258,0.069704,0
0.038344,0.0021752,0.78778,3.5886,0.035571,0
0.3568,0.18487,0.61312,3.4124,0.90994,0
0.35068,0.1666,0.60969,3.3737,0.90222,0
0.33046,0.14516,0.60622,3.339,0.90372,0
0.32299,0.12881,0.60551,3.3116,0.90092,0
0.3421,0.25397,0.80422,4.044,0.54055,0
0.24958,0.14408,0.81139,3.9976,0.39467,0
0.27773,0.18201,0.81145,4.0317,0.45378,0
0.23916,0.11785,0.80992,3.9401,0.34169,0
0.22448,0.093282,0.80776,3.8822,0.29104,0
0.22346,0.076329,0.80385,3.8097,0.25052,0
0.18363,0.047963,0.80082,3.7466,0.19089,0
0.44065,0.22342,0.62289,3.4454,0.8717,0
0.4271,0.23644,0.62419,3.4865,0.89265,0
0.55176,0.4066,0.67262,3.7663,0.86982,0
0.54764,0.36272,0.66173,3.6811,0.85579,0
0.58329,0.41784,0.70931,3.817,0.7791,0
0.55689,0.38194,0.75107,3.8684,0.67246,0
0.46036,0.30668,0.78694,3.9363,0.57429,0
0.46109,0.27081,0.63199,3.5375,0.88816,0
0.50896,0.3219,0.6455,3.6098,0.87469,0
0.073,0.0051144,0.62013,3.1751,0.97295,0
0.037702,0.0015169,0.6221,3.1577,0.98491,0
0.11492,0.013228,0.61697,3.1922,0.96014,0
0.17704,0.03189,0.61285,3.2072,0.93947,0
0.23577,0.057509,0.60882,3.228,0.92018,0
0.27524,0.080605,0.60676,3.2497,0.90817,0
0.30215,0.10475,0.60521,3.2788,0.90316,0
0.071305,0.0051782,0.62105,3.1464,0.96963,0
0.036456,0.0014878,0.62285,3.126,0.98308,0
0.13221,0.022096,0.79387,3.6554,0.12178,0
0.1872,0.043063,0.79671,3.6871,0.17148,0
0.088823,0.0083676,0.78704,3.5568,0.06966,0
0.046523,0.0024341,0.78386,3.5189,0.03523,0
0.15746,0.023736,0.79009,3.5849,0.12081,0
0.1015,0.0086803,0.78351,3.4906,0.067528,0
0.055315,0.0026329,0.78022,3.4492,0.034822,0
0.42275,0.19782,0.61757,3.4003,0.86992,0
0.40869,0.17512,0.61402,3.3595,0.86723,0
0.39588,0.15605,0.61221,3.3283,0.86633,0
0.36926,0.13253,0.61002,3.2962,0.87242,0
0.38783,0.22524,0.80196,3.9229,0.47247,0
0.35268,0.16966,0.8027,3.8597,0.39141,0
0.34215,0.14345,0.80136,3.8071,0.3463,0
0.33204,0.11659,0.79903,3.7407,0.299,0
0.31363,0.091074,0.796,3.6785,0.25466,0
0.49679,0.23198,0.62848,3.4332,0.83353,0
0.51918,0.26719,0.63688,3.493,0.83297,0
0.60412,0.38346,0.68999,3.7108,0.78159,0
0.58935,0.34896,0.66907,3.636,0.80088,0
0.61579,0.3689,0.72614,3.7482,0.68558,0
0.55332,0.3177,0.7701,3.8166,0.57491,0
0.58781,0.31902,0.65756,3.5646,0.79604,0
0.11493,0.012747,0.6187,3.1649,0.95415,0
0.16838,0.02685,0.61582,3.1834,0.93591,0
0.23424,0.050899,0.61249,3.205,0.91279,0
0.29462,0.078008,0.61092,3.227,0.89055,0
0.34407,0.10647,0.61053,3.2576,0.87471,0
0.11673,0.013591,0.61968,3.1333,0.94652,0
0.06824,0.0051573,0.62121,3.1131,0.96635,0
0.034749,0.0015725,0.62211,3.0899,0.98104,0
0.24467,0.051863,0.79313,3.6139,0.18428,0
0.118,0.0092693,0.78009,3.4205,0.066739,0
0.064836,0.0026563,0.77734,3.3794,0.034501,0
0.1354,0.0091108,0.77749,3.3459,0.065779,0
0.074583,0.0027105,0.77525,3.3096,0.034327,0
0.18277,0.024909,0.78598,3.5121,0.11941,0
0.26105,0.048129,0.78845,3.5392,0.1703,0
0.20616,0.025793,0.78266,3.4483,0.11803,0
0.45355,0.16346,0.6185,3.3124,0.8293,0
0.47808,0.20729,0.62354,3.3897,0.83426,0
0.46681,0.18391,0.62064,3.3471,0.83039,0
0.53635,0.231,0.63325,3.4104,0.80167,0
0.41327,0.1367,0.61535,3.2783,0.84276,0
0.46659,0.15419,0.62076,3.284,0.81396,0
0.50193,0.17136,0.62477,3.3024,0.79802,0
0.49928,0.24143,0.78635,3.7792,0.4686,0
0.46352,0.18996,0.78934,3.7199,0.39458,0
0.45846,0.1611,0.78882,3.6619,0.35221,0
0.40259,0.11172,0.78957,3.5993,0.27858,0
0.57445,0.25783,0.64265,3.4493,0.78347,0
0.61082,0.291,0.65632,3.5025,0.76421,0
0.64924,0.34674,0.6977,3.6332,0.71155,0
0.62868,0.31116,0.74974,3.6953,0.57717,0
0.66588,0.30752,0.68279,3.5401,0.69958,0
0.17356,0.027613,0.61771,3.1531,0.92474,0
0.24208,0.050128,0.61557,3.1788,0.90004,0
0.29969,0.073063,0.61424,3.2011,0.87892,0
0.36457,0.10186,0.61494,3.2277,0.85389,0
0.40246,0.12203,0.61629,3.2506,0.84052,0
0.17585,0.028126,0.61858,3.1204,0.91464,0
0.12114,0.01503,0.61963,3.0972,0.93663,0
0.071301,0.0061569,0.62034,3.0735,0.95881,0
0.032437,0.0016189,0.62058,3.0488,0.97885,0
0.15779,0.0096404,0.77585,3.2795,0.067967,0
0.084607,0.0027799,0.77423,3.2397,0.034211,0
0.39316,0.090416,0.78609,3.5302,0.24441,0
0.22414,0.024708,0.77952,3.3771,0.11316,0
0.25141,0.024651,0.77746,3.3106,0.11346,0
0.33775,0.059405,0.7844,3.464,0.19053,0
0.32822,0.04961,0.78092,3.4022,0.16962,0
0.52417,0.18985,0.62806,3.3306,0.79146,0
0.53837,0.21418,0.63186,3.3733,0.79207,0
0.59493,0.24183,0.64445,3.4079,0.75996,0
0.45817,0.14046,0.62066,3.2569,0.81121,0
0.50412,0.16024,0.62605,3.2749,0.78996,0
0.55929,0.18169,0.63314,3.2955,0.76121,0
0.61432,0.25179,0.76432,3.6346,0.48463,0
0.55618,0.18754,0.77604,3.5811,0.38971,0
0.55127,0.15481,0.77631,3.5137,0.34516,0
0.65218,0.27626,0.66428,3.4611,0.71789,0
0.68667,0.29208,0.72088,3.5633,0.59755,0
0.6968,0.28242,0.693,3.4885,0.64556,0
0.65425,0.24354,0.65762,3.3954,0.7083,0
0.24976,0.050268,0.61735,3.1472,0.88616,0
0.30701,0.070959,0.61704,3.173,0.86595,0
0.37383,0.095197,0.61791,3.1938,0.83831,0
0.43515,0.12299,0.6202,3.2264,0.81576,0
0.25917,0.051104,0.61836,3.1148,0.87215,0
0.1839,0.030174,0.6181,3.0829,0.90079,0
0.11381,0.014093,0.61858,3.0602,0.93268,0
0.068171,0.006247,0.61833,3.031,0.95409,0
0.029534,0.0016194,0.61756,3.002,0.97654,0
0.17664,0.0097026,0.77539,3.2123,0.068734,0
0.09467,0.0026566,0.77485,3.1698,0.034176,0
0.26664,0.022357,0.77622,3.2446,0.10957,0
0.52626,0.12147,0.77703,3.4509,0.29762,0
0.3763,0.044728,0.77606,3.2714,0.16356,0
0.40166,0.05825,0.77736,3.331,0.18898,0
0.48365,0.089872,0.77719,3.3849,0.24748,0
0.61461,0.21404,0.64383,3.341,0.73437,0
0.53455,0.1535,0.62966,3.2428,0.76508,0
0.61419,0.18591,0.64242,3.2812,0.72364,0
0.68173,0.2289,0.74719,3.5063,0.48131,0
0.64309,0.17642,0.75954,3.4416,0.39561,0
0.70672,0.25373,0.6807,3.4125,0.64895,0
0.72543,0.25147,0.71054,3.4478,0.57534,0
0.69021,0.22756,0.66497,3.3562,0.67055,0
0.35188,0.080259,0.61912,3.1479,0.8364,0
0.46184,0.11841,0.62332,3.1912,0.79249,0
0.5763,0.14011,0.63429,3.185,0.73025,0
0.37162,0.079226,0.6209,3.1101,0.81757,0
0.063929,0.0062533,0.61492,2.982,0.94924,0
0.025802,0.0016267,0.613,2.9487,0.97432,0
0.29431,0.055962,0.61858,3.0711,0.84447,0
